clueweb12-0000tw-00-00072,"{'nintendo': 'http://en.wikipedia.org/wiki/Nintendo', 'psychonauts 2': 'http://en.wikipedia.org/wiki/Psychonauts_2', 'mass effect 3': 'http://en.wikipedia.org/wiki/Mass_Effect_3', 'the last guardian': 'http://en.wikipedia.org/wiki/The_Last_Guardian', 'blizzard': 'http://en.wikipedia.org/wiki/The_Blizzards', 'valve': 'http://en.wikipedia.org/wiki/Valve_Corporation', 'sega': 'http://en.wikipedia.org/wiki/Sega', 'super meat boy': 'http://en.wikipedia.org/wiki/Super_Meat_Boy', 'china': 'http://en.wikipedia.org/wiki/China', 'shanda': 'http://en.wikipedia.org/wiki/Shanda', 'pikimal': 'http://en.wikipedia.org/wiki/Pikimal'}"
clueweb12-0000tw-00-00073,"{'vincent': 'http://en.wikipedia.org/wiki/Vincent_(actor)', 'katherine': 'http://en.wikipedia.org/wiki/Princess_Katherine_of_Greece_and_Denmark', 'lego': 'http://en.wikipedia.org/wiki/Legoland', 'jimmie johnson': 'http://en.wikipedia.org/wiki/Jimmie_Johnson', 'gotham city impostors': 'http://en.wikipedia.org/wiki/Gotham_City_Impostors', 'alistair overeem': 'http://en.wikipedia.org/wiki/Alistair_Overeem', 'rayman origins': 'http://en.wikipedia.org/wiki/Rayman_Origins', 'mass effect 3': 'http://en.wikipedia.org/wiki/Mass_Effect_3', 'nintendo': 'http://en.wikipedia.org/wiki/Nintendo', 'the last guardian': 'http://en.wikipedia.org/wiki/The_Last_Guardian', 'blizzard': 'http://en.wikipedia.org/wiki/The_Blizzards', 'valve': 'http://en.wikipedia.org/wiki/Valve_Corporation', 'sega': 'http://en.wikipedia.org/wiki/Sega', 'super meat boy': 'http://en.wikipedia.org/wiki/Super_Meat_Boy', 'china': 'http://en.wikipedia.org/wiki/China', 'shanda': 'http://en.wikipedia.org/wiki/Shanda', 'naughty dog': 'http://en.wikipedia.org/wiki/Naughty_Dog'}"
clueweb12-0000tw-00-00074,"{'blizzard': 'http://en.wikipedia.org/wiki/The_Blizzards', 'valve': 'http://en.wikipedia.org/wiki/Valve_Corporation', 'dota 2': 'http://en.wikipedia.org/wiki/Dota_2', 'nintendo': 'http://en.wikipedia.org/wiki/Nintendo', 'psychonauts 2': 'http://en.wikipedia.org/wiki/Psychonauts_2', 'mass effect 3': 'http://en.wikipedia.org/wiki/Mass_Effect_3', 'sega': 'http://en.wikipedia.org/wiki/Sega', 'super meat boy': 'http://en.wikipedia.org/wiki/Super_Meat_Boy', 'china': 'http://en.wikipedia.org/wiki/China', 'shanda': 'http://en.wikipedia.org/wiki/Shanda', 'double fine': 'http://en.wikipedia.org/wiki/Double_Fine'}"
clueweb12-0000tw-00-00075,"{'frictional games': 'http://en.wikipedia.org/wiki/Frictional_Games', 'nintendo': 'http://en.wikipedia.org/wiki/Nintendo', 'psychonauts 2': 'http://en.wikipedia.org/wiki/Psychonauts_2', 'mass effect 3': 'http://en.wikipedia.org/wiki/Mass_Effect_3', 'the last guardian': 'http://en.wikipedia.org/wiki/The_Last_Guardian', 'blizzard': 'http://en.wikipedia.org/wiki/The_Blizzards', 'valve': 'http://en.wikipedia.org/wiki/Valve_Corporation', 'sega': 'http://en.wikipedia.org/wiki/Sega', 'super meat boy': 'http://en.wikipedia.org/wiki/Super_Meat_Boy', 'china': 'http://en.wikipedia.org/wiki/China', 'shanda': 'http://en.wikipedia.org/wiki/Shanda', 'google maps': 'http://en.wikipedia.org/wiki/Google_Maps'}"
clueweb12-0000tw-00-00076,"{'nintendo': 'http://en.wikipedia.org/wiki/Nintendo', 'psychonauts 2': 'http://en.wikipedia.org/wiki/Psychonauts_2', 'the last guardian': 'http://en.wikipedia.org/wiki/The_Last_Guardian', 'mass effect 3': 'http://en.wikipedia.org/wiki/Mass_Effect_3', 'blizzard': 'http://en.wikipedia.org/wiki/The_Blizzards', 'valve': 'http://en.wikipedia.org/wiki/Valve_Corporation', 'sega': 'http://en.wikipedia.org/wiki/Sega', 'super meat boy': 'http://en.wikipedia.org/wiki/Super_Meat_Boy', 'china': 'http://en.wikipedia.org/wiki/China', 'shanda': 'http://en.wikipedia.org/wiki/Shanda', 'double fine': 'http://en.wikipedia.org/wiki/Double_Fine'}"
clueweb12-0000tw-00-00077,"{'mass effect 3': 'http://en.wikipedia.org/wiki/Mass_Effect_3', 'nintendo': 'http://en.wikipedia.org/wiki/Nintendo', 'psychonauts 2': 'http://en.wikipedia.org/wiki/Psychonauts_2', 'the last guardian': 'http://en.wikipedia.org/wiki/The_Last_Guardian', 'lollipop': 'http://en.wikipedia.org/wiki/Lollipop_(Italian_band)', 'blizzard': 'http://en.wikipedia.org/wiki/The_Blizzards', 'valve': 'http://en.wikipedia.org/wiki/Valve_Corporation', 'sega': 'http://en.wikipedia.org/wiki/Sega', 'super meat boy': 'http://en.wikipedia.org/wiki/Super_Meat_Boy', 'china': 'http://en.wikipedia.org/wiki/China', 'shanda': 'http://en.wikipedia.org/wiki/Shanda', 'double fine': 'http://en.wikipedia.org/wiki/Double_Fine', 'mass effect 2': 'http://en.wikipedia.org/wiki/Mass_Effect_2'}"
clueweb12-0000tw-00-00079,"{'twitter': 'http://en.wikipedia.org/wiki/Twitter', 'aileen lee': 'http://en.wikipedia.org/wiki/Aileen_Lee'}"
clueweb12-0000tw-00-00080,"{'stephanie': 'http://en.wikipedia.org/wiki/Stephanie_(singer,_born_August_1987)', 'ismail': 'http://en.wikipedia.org/wiki/Ismail_I', 'wasim': 'http://en.wikipedia.org/wiki/Wasim'}"
clueweb12-0000tw-00-00082,"{'money': 'http://en.wikipedia.org/wiki/Money_(band)', 'forbes': 'http://en.wikipedia.org/wiki/Forbes_(engineering_company)', 'stansberry research': 'http://en.wikipedia.org/wiki/Stansberry_Research', 'illinois': 'http://en.wikipedia.org/wiki/Illinois', 'angelina jolie': 'http://en.wikipedia.org/wiki/Angelina_Jolie', 'brad pitt': 'http://en.wikipedia.org/wiki/Brad_Pitt'}"
clueweb12-0000tw-00-00083,"{'google': 'http://en.wikipedia.org/wiki/Google', 'joseph': 'http://en.wikipedia.org/wiki/Saint_Joseph'}"
clueweb12-0000tw-00-00084,"{'flame': 'http://en.wikipedia.org/wiki/Atlanta_Flames', 'christopher lee': 'http://en.wikipedia.org/wiki/Christopher_Lee'}"
clueweb12-0000tw-00-00085,"{'mitt romney': 'http://en.wikipedia.org/wiki/Mitt_Romney', 'newt gingrich': 'http://en.wikipedia.org/wiki/Newt_Gingrich', 'ron paul': 'http://en.wikipedia.org/wiki/Ron_Paul', 'rick santorum': 'http://en.wikipedia.org/wiki/Rick_Santorum', 'barack obama': 'http://en.wikipedia.org/wiki/Barack_Obama', 'google': 'http://en.wikipedia.org/wiki/Google', 'iowa': 'http://en.wikipedia.org/wiki/Iowa', 'new hampshire': 'http://en.wikipedia.org/wiki/New_Hampshire', 'rick perry': 'http://en.wikipedia.org/wiki/Rick_Perry', 'herman cain': 'http://en.wikipedia.org/wiki/Herman_Cain'}"
clueweb12-0000tw-00-00086,"{'twitter': 'http://en.wikipedia.org/wiki/Twitter', 'hootsuite': 'http://en.wikipedia.org/wiki/Hootsuite', 'google': 'http://en.wikipedia.org/wiki/Google', 'google analytics': 'http://en.wikipedia.org/wiki/Google_Analytics'}"
clueweb12-0000tw-00-00093,"{'mathew staver': 'http://en.wikipedia.org/wiki/Mathew_Staver', 'eric holder': 'http://en.wikipedia.org/wiki/Eric_Holder', 'darrell issa': 'http://en.wikipedia.org/wiki/Darrell_Issa', 'mexico': 'http://en.wikipedia.org/wiki/Mexico', 'justice': 'http://en.wikipedia.org/wiki/Justice_(band)', 'congress': 'http://en.wikipedia.org/wiki/Congress_(Dolo)', 'dan burton': 'http://en.wikipedia.org/wiki/Dan_Burton', 'ron welch': 'http://en.wikipedia.org/wiki/Ron_Welch', 'chuck grassley': 'http://en.wikipedia.org/wiki/Chuck_Grassley', 'iowa': 'http://en.wikipedia.org/wiki/Iowa', 'scooter libby': 'http://en.wikipedia.org/wiki/Scooter_Libby', 'south carolina': 'http://en.wikipedia.org/wiki/South_Carolina', 'trey gowdy': 'http://en.wikipedia.org/wiki/Trey_Gowdy', 'house': 'http://en.wikipedia.org/wiki/A_House', 'united states': 'http://en.wikipedia.org/wiki/United_States', 'arizona': 'http://en.wikipedia.org/wiki/Arizona', 'elijah cummings': 'http://en.wikipedia.org/wiki/Elijah_Cummings', 'janet reno': 'http://en.wikipedia.org/wiki/Janet_Reno', 'clinton': 'http://en.wikipedia.org/wiki/Camp_Clinton', 'obama': 'http://en.wikipedia.org/wiki/Barack_Obama', 'terry': 'http://en.wikipedia.org/wiki/Terry-Thomas', 'nixon': 'http://en.wikipedia.org/wiki/Richard_Nixon', 'barack obama': 'http://en.wikipedia.org/wiki/Barack_Obama'}"
clueweb12-0000tw-00-00094,"{'philadelphia': 'http://en.wikipedia.org/wiki/Philadelphia', 'stephen': 'http://en.wikipedia.org/wiki/Murder_of_Stephen_Lawrence', 'alfred spector': 'http://en.wikipedia.org/wiki/Alfred_Spector', 'maryland': 'http://en.wikipedia.org/wiki/Maryland', 'san diego': 'http://en.wikipedia.org/wiki/San_Diego', 'canada': 'http://en.wikipedia.org/wiki/Canada', 'pfaltzgraff': 'http://en.wikipedia.org/wiki/Pfaltzgraff', 'google': 'http://en.wikipedia.org/wiki/Google', 'ricky martin': 'http://en.wikipedia.org/wiki/Ricky_Martin', 'iowa': 'http://en.wikipedia.org/wiki/Iowa', 'new hampshire': 'http://en.wikipedia.org/wiki/New_Hampshire', 'vermont': 'http://en.wikipedia.org/wiki/Vermont', 'connecticut': 'http://en.wikipedia.org/wiki/Connecticut', 'illinois': 'http://en.wikipedia.org/wiki/Illinois', 'hawaii': 'http://en.wikipedia.org/wiki/Hawaii', 'delaware': 'http://en.wikipedia.org/wiki/Delaware', 'rhode island': 'http://en.wikipedia.org/wiki/Rhode_Island', 'new jersey': 'http://en.wikipedia.org/wiki/New_Jersey'}"
clueweb12-0000tw-00-00095,{'twitter': 'http://en.wikipedia.org/wiki/Twitter'}
clueweb12-0000tw-00-00096,{'twitter': 'http://en.wikipedia.org/wiki/Twitter'}
clueweb12-0000tw-00-00097,"{'google': 'http://en.wikipedia.org/wiki/Google', 'alfred spector': 'http://en.wikipedia.org/wiki/Alfred_Spector'}"
clueweb12-0000tw-00-00098,"{'twitter': 'http://en.wikipedia.org/wiki/Twitter', 'stephen': 'http://en.wikipedia.org/wiki/Murder_of_Stephen_Lawrence', 'fire': 'http://en.wikipedia.org/wiki/Wildfire'}"
clueweb12-0000tw-00-00101,{'bristol': 'http://en.wikipedia.org/wiki/Bristol'}
clueweb12-0000tw-00-00103,"{'teach for america': 'http://en.wikipedia.org/wiki/Teach_For_America', 'harvard': 'http://en.wikipedia.org/wiki/Harvard-Westlake_School', 'casanova': 'http://en.wikipedia.org/wiki/The_Casanovas', 'foot locker': 'http://en.wikipedia.org/wiki/Foot_Locker', 'crimson': 'http://en.wikipedia.org/wiki/Harvard_Crimson', 'jeremy lin': 'http://en.wikipedia.org/wiki/Jeremy_Lin', 'ryan wittman': 'http://en.wikipedia.org/wiki/Ryan_Wittman', 'brandyn curry': 'http://en.wikipedia.org/wiki/Brandyn_Curry', 'ivy': 'http://en.wikipedia.org/wiki/Ivy_League', 'boston': 'http://en.wikipedia.org/wiki/Boston', 'obama': 'http://en.wikipedia.org/wiki/Barack_Obama', 'biden': 'http://en.wikipedia.org/wiki/Valerie_Biden_Owens', 'iran': 'http://en.wikipedia.org/wiki/Iran', 'israel': 'http://en.wikipedia.org/wiki/Israel', 'college': 'http://en.wikipedia.org/wiki/College_of_War', 'brian goldman': 'http://en.wikipedia.org/wiki/Brian_Goldman', 'the vagina monologues': 'http://en.wikipedia.org/wiki/The_Vagina_Monologues', 'ken hicks': 'http://en.wikipedia.org/wiki/Ken_Hicks', 'princeton': 'http://en.wikipedia.org/wiki/Princeton_Academy_of_the_Sacred_Heart', 'cornell': 'http://en.wikipedia.org/wiki/Cornell_Big_Red', 'ivy league': 'http://en.wikipedia.org/wiki/Ivy_League'}"
clueweb12-0000tw-00-00104,"{'teach for america': 'http://en.wikipedia.org/wiki/Teach_For_America', 'college': 'http://en.wikipedia.org/wiki/College_of_War', 'brian goldman': 'http://en.wikipedia.org/wiki/Brian_Goldman', 'harvard': 'http://en.wikipedia.org/wiki/Harvard-Westlake_School', 'tommy amaker': 'http://en.wikipedia.org/wiki/Tommy_Amaker', 'the new york times': 'http://en.wikipedia.org/wiki/The_New_York_Times_Company', 'ivy league': 'http://en.wikipedia.org/wiki/Ivy_League', 'ivy': 'http://en.wikipedia.org/wiki/Ivy_League', 'princeton': 'http://en.wikipedia.org/wiki/Princeton_Academy_of_the_Sacred_Heart', 'heat': 'http://en.wikipedia.org/wiki/Saigon_Heat', 'crimson': 'http://en.wikipedia.org/wiki/Harvard_Crimson'}"
clueweb12-0000tw-00-00105,"{'boston': 'http://en.wikipedia.org/wiki/Boston', 'harvard': 'http://en.wikipedia.org/wiki/Harvard-Westlake_School', 'teach for america': 'http://en.wikipedia.org/wiki/Teach_For_America', 'college': 'http://en.wikipedia.org/wiki/College_of_War', 'brian goldman': 'http://en.wikipedia.org/wiki/Brian_Goldman', 'ivy': 'http://en.wikipedia.org/wiki/Ivy_League', 'crimson': 'http://en.wikipedia.org/wiki/Harvard_Crimson', 'brown': 'http://en.wikipedia.org/wiki/Brown_&_Brown', 'baron': 'http://en.wikipedia.org/wiki/Feudal_baron'}"
clueweb12-0000tw-00-00106,"{'chicago': 'http://en.wikipedia.org/wiki/Chicago', 'texas': 'http://en.wikipedia.org/wiki/Texas', 'senate': 'http://en.wikipedia.org/wiki/United_States_Senate', 'ted cruz': 'http://en.wikipedia.org/wiki/Ted_Cruz', 'rahm emanuel': 'http://en.wikipedia.org/wiki/Rahm_Emanuel', 'toni preckwinkle': 'http://en.wikipedia.org/wiki/Toni_Preckwinkle', 'dick durbin': 'http://en.wikipedia.org/wiki/Dick_Durbin'}"
clueweb12-0000tw-00-00107,{'chicago': 'http://en.wikipedia.org/wiki/Chicago'}
clueweb12-0000tw-00-00108,"{'obama': 'http://en.wikipedia.org/wiki/Barack_Obama', 'illinois': 'http://en.wikipedia.org/wiki/Illinois'}"
clueweb12-0000tw-00-00109,"{'john wayne gacy': 'http://en.wikipedia.org/wiki/John_Wayne_Gacy', 'robert stephenson': 'http://en.wikipedia.org/wiki/Robert_Stephenson', 'steven becker': 'http://en.wikipedia.org/wiki/Steven_Becker', 'russell nelson': 'http://en.wikipedia.org/wiki/J._Russell_Nelson', 'minneapolis': 'http://en.wikipedia.org/wiki/Minneapolis', 'chicago': 'http://en.wikipedia.org/wiki/Chicago', 'gacy': 'http://en.wikipedia.org/wiki/John_Wayne_Gacy', 'becker': 'http://en.wikipedia.org/wiki/Alexander_K._Becker', 'pittsburgh': 'http://en.wikipedia.org/wiki/Pittsburgh', 'tom dart': 'http://en.wikipedia.org/wiki/Tom_Dart', 'john doe': 'http://en.wikipedia.org/wiki/John_Doe', 'florida': 'http://en.wikipedia.org/wiki/Florida', 'oregon': 'http://en.wikipedia.org/wiki/Oregon', 'walter jacobson': 'http://en.wikipedia.org/wiki/Walter_Jacobson'}"
clueweb12-0000tw-00-00111,"{'luol deng': 'http://en.wikipedia.org/wiki/Luol_Deng', 'derrick rose': 'http://en.wikipedia.org/wiki/Derrick_Rose', 'orlando': 'http://en.wikipedia.org/wiki/Cantiere_navale_fratelli_Orlando', 'tom thibodeau': 'http://en.wikipedia.org/wiki/Tom_Thibodeau', 'rose': 'http://en.wikipedia.org/wiki/Compass_rose'}"
clueweb12-0000tw-00-00112,"{'illinois': 'http://en.wikipedia.org/wiki/Illinois', 'indiana': 'http://en.wikipedia.org/wiki/Indiana_Hoosiers', 'hoosier': 'http://en.wikipedia.org/wiki/Indiana_Hoosiers', 'cody zeller': 'http://en.wikipedia.org/wiki/Cody_Zeller', 'leonard': 'http://en.wikipedia.org/wiki/Emery_Clarence_Leonard', 'iowa': 'http://en.wikipedia.org/wiki/Iowa', 'wildcat': 'http://en.wikipedia.org/wiki/Arizona_Wildcats', 'john shurna': 'http://en.wikipedia.org/wiki/John_Shurna', 'reggie hearn': 'http://en.wikipedia.org/wiki/Reggie_Hearn'}"
clueweb12-0000tw-00-00113,"{'don cornelius': 'http://en.wikipedia.org/wiki/Don_Cornelius', 'weigel broadcasting': 'http://en.wikipedia.org/wiki/Weigel_Broadcasting'}"
clueweb12-0000tw-00-00114,"{'tiki': 'http://en.wikipedia.org/wiki/Tiki_bar', 'chicago': 'http://en.wikipedia.org/wiki/Chicago'}"
clueweb12-0000tw-00-00117,"{'des plaines river': 'http://en.wikipedia.org/wiki/Des_Plaines_River', 'indiana': 'http://en.wikipedia.org/wiki/Indiana_Hoosiers', 'twitter': 'http://en.wikipedia.org/wiki/Twitter', 'illinois': 'http://en.wikipedia.org/wiki/Illinois', 'national weather service': 'http://en.wikipedia.org/wiki/National_Weather_Service', 'lake michigan': 'http://en.wikipedia.org/wiki/Lake_Michigan', 'chicago': 'http://en.wikipedia.org/wiki/Chicago', 'north': 'http://en.wikipedia.org/wiki/North_(band)'}"
clueweb12-0000tw-00-00118,{'chicago': 'http://en.wikipedia.org/wiki/Chicago'}
clueweb12-0000tw-00-00119,"{'allstate': 'http://en.wikipedia.org/wiki/Allstate', 'relay for life': 'http://en.wikipedia.org/wiki/Relay_For_Life'}"
clueweb12-0000tw-00-00120,"{'libertyville high school': 'http://en.wikipedia.org/wiki/Libertyville_High_School', 'isabelle': 'http://en.wikipedia.org/wiki/Isabelle_(singer)'}"
