ENTITY: clueweb12-0000tw-00-00007	this week	http://dbpedia.org/resource/This_Week_(American_TV_program)
ENTITY: clueweb12-0000tw-00-00007	Maggie	http://dbpedia.org/resource/Maggie_Smith
ENTITY: clueweb12-0000tw-00-00007	Good Friday	http://dbpedia.org/resource/Good_Friday
ENTITY: clueweb12-0000tw-00-00007	Last weekend	http://dbpedia.org/resource/Last_Weekend_(2014_film)
ENTITY: clueweb12-0000tw-00-00007	last week	http://dbpedia.org/resource/Last_Week_Tonight_with_John_Oliver
ENTITY: clueweb12-0000tw-00-00007	Frank	http://dbpedia.org/resource/Frank_Costanza
ENTITY: clueweb12-0000tw-00-00008	Years later	http://dbpedia.org/resource/Years_Later
ENTITY: clueweb12-0000tw-00-00008	all day	http://dbpedia.org/resource/All_Day_(Kanye_West_song)
ENTITY: clueweb12-0000tw-00-00008	Casting Crowns	http://dbpedia.org/resource/Casting_Crowns
ENTITY: clueweb12-0000tw-00-00009	Walt Disney World	http://dbpedia.org/resource/Walt_Disney_World
ENTITY: clueweb12-0000tw-00-00009	week	http://dbpedia.org/resource/Week
ENTITY: clueweb12-0000tw-00-00009	World	http://dbpedia.org/resource/The_World_(archipelago)
ENTITY: clueweb12-0000tw-00-00009	WDW	http://dbpedia.org/resource/Walt_Disney_World
ENTITY: clueweb12-0000tw-00-00009	this week	http://dbpedia.org/resource/This_Week_(American_TV_program)
ENTITY: clueweb12-0000tw-00-00009	1996	http://dbpedia.org/resource/1996
ENTITY: clueweb12-0000tw-00-00009	Disney	http://dbpedia.org/resource/The_Walt_Disney_Company
ENTITY: clueweb12-0000tw-00-00009	Disney Princess	http://dbpedia.org/resource/Disney_Princess
ENTITY: clueweb12-0000tw-00-00012	Francine	http://dbpedia.org/resource/Francine_Prose
ENTITY: clueweb12-0000tw-00-00013	United health	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00013	daily	http://dbpedia.org/resource/Iveco_Daily
ENTITY: clueweb12-0000tw-00-00014	Women For Women International	http://dbpedia.org/resource/Women_for_Women_International
ENTITY: clueweb12-0000tw-00-00015	Women Health	http://dbpedia.org/resource/Women_&_Health
ENTITY: clueweb12-0000tw-00-00015	Women For Women International	http://dbpedia.org/resource/Women_for_Women_International
ENTITY: clueweb12-0000tw-00-00017	weeks	http://dbpedia.org/resource/Week
ENTITY: clueweb12-0000tw-00-00017	Women For Women International	http://dbpedia.org/resource/Women_for_Women_International
ENTITY: clueweb12-0000tw-00-00017	WordPress	http://dbpedia.org/resource/WordPress
ENTITY: clueweb12-0000tw-00-00018	WordPress	http://dbpedia.org/resource/WordPress
ENTITY: clueweb12-0000tw-00-00018	Berlin	http://dbpedia.org/resource/Berlin
ENTITY: clueweb12-0000tw-00-00019	State	http://dbpedia.org/resource/U.S._state
ENTITY: clueweb12-0000tw-00-00019	U.S.	http://dbpedia.org/resource/United_States
ENTITY: clueweb12-0000tw-00-00019	The United States	http://dbpedia.org/resource/United_States
ENTITY: clueweb12-0000tw-00-00019	Medicaid	http://dbpedia.org/resource/Medicaid
ENTITY: clueweb12-0000tw-00-00019	the National Institute of Mental Health	http://dbpedia.org/resource/National_Institute_of_Mental_Health
ENTITY: clueweb12-0000tw-00-00020	Bachelors	http://dbpedia.org/resource/Bachelor
ENTITY: clueweb12-0000tw-00-00021	Women For Women International	http://dbpedia.org/resource/Women_for_Women_International
ENTITY: clueweb12-0000tw-00-00022	California	http://dbpedia.org/resource/California
ENTITY: clueweb12-0000tw-00-00023	Americans	http://dbpedia.org/resource/Americans
ENTITY: clueweb12-0000tw-00-00023	Women For Women International	http://dbpedia.org/resource/Women_for_Women_International
ENTITY: clueweb12-0000tw-00-00023	Populace	http://dbpedia.org/resource/Population
ENTITY: clueweb12-0000tw-00-00023	these days	http://dbpedia.org/resource/These_Days_(Rudimental_song)
ENTITY: clueweb12-0000tw-00-00024	the United States	http://dbpedia.org/resource/United_States
ENTITY: clueweb12-0000tw-00-00024	two days	http://dbpedia.org/resource/Two_Days
ENTITY: clueweb12-0000tw-00-00024	WordPress	http://dbpedia.org/resource/WordPress
ENTITY: clueweb12-0000tw-00-00024	year	http://dbpedia.org/resource/Year
ENTITY: clueweb12-0000tw-00-00024	cover corporation	http://dbpedia.org/resource/Hololive_Production
ENTITY: clueweb12-0000tw-00-00024	pit	http://dbpedia.org/resource/Pit_Martin
ENTITY: clueweb12-0000tw-00-00025	September 2008	http://dbpedia.org/resource/2008
ENTITY: clueweb12-0000tw-00-00025	house	http://dbpedia.org/resource/House_music
ENTITY: clueweb12-0000tw-00-00026	United Healthcare	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00026	United health care	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00026	Women For Women International	http://dbpedia.org/resource/Women_for_Women_International
ENTITY: clueweb12-0000tw-00-00026	2009	http://dbpedia.org/resource/2009
ENTITY: clueweb12-0000tw-00-00026	New Zealand	http://dbpedia.org/resource/New_Zealand
ENTITY: clueweb12-0000tw-00-00027	United HealthCare	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00027	United	http://dbpedia.org/resource/D.C._United
ENTITY: clueweb12-0000tw-00-00027	United Healthcare	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00027	United healthcare	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00027	united healthcare	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00028	October	http://dbpedia.org/resource/October
ENTITY: clueweb12-0000tw-00-00028	United Healthcare	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00028	United health	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00028	Women For Women International	http://dbpedia.org/resource/Women_for_Women_International
ENTITY: clueweb12-0000tw-00-00028	1991	http://dbpedia.org/resource/1991
ENTITY: clueweb12-0000tw-00-00029	Austin	http://dbpedia.org/resource/Austin,_Texas
ENTITY: clueweb12-0000tw-00-00029	United Healthcare	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00029	United health care	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00030	Women Health	http://dbpedia.org/resource/Women_&_Health
ENTITY: clueweb12-0000tw-00-00030	United Healthcare	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00030	Women For Women International	http://dbpedia.org/resource/Women_for_Women_International
ENTITY: clueweb12-0000tw-00-00030	50 years	http://dbpedia.org/resource/50_Years
ENTITY: clueweb12-0000tw-00-00030	United health care	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00031	United Healthcare	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00031	United health	http://dbpedia.org/resource/UnitedHealth_Group
ENTITY: clueweb12-0000tw-00-00031	Women For Women International	http://dbpedia.org/resource/Women_for_Women_International
ENTITY: clueweb12-0000tw-00-00033	USA TODAY	http://dbpedia.org/resource/USA_Today
ENTITY: clueweb12-0000tw-00-00033	Greek	http://dbpedia.org/resource/Greek_language
ENTITY: clueweb12-0000tw-00-00033	CNN	http://dbpedia.org/resource/CNN
ENTITY: clueweb12-0000tw-00-00033	Greece	http://dbpedia.org/resource/Greece
ENTITY: clueweb12-0000tw-00-00034	Europe	http://dbpedia.org/resource/Europe_(Paris_Métro)
ENTITY: clueweb12-0000tw-00-00034	New York Times	http://dbpedia.org/resource/The_New_York_Times
ENTITY: clueweb12-0000tw-00-00035	CNN	http://dbpedia.org/resource/CNN
ENTITY: clueweb12-0000tw-00-00035	First Solar	http://dbpedia.org/resource/First_Solar
ENTITY: clueweb12-0000tw-00-00036	Washington Post	http://dbpedia.org/resource/The_Washington_Post
ENTITY: clueweb12-0000tw-00-00037	Washington Post	http://dbpedia.org/resource/The_Washington_Post
ENTITY: clueweb12-0000tw-00-00037	NYSE Euronext	http://dbpedia.org/resource/NYSE_Euronext
ENTITY: clueweb12-0000tw-00-00038	Washington Post	http://dbpedia.org/resource/The_Washington_Post
ENTITY: clueweb12-0000tw-00-00038	NYSE Euronext	http://dbpedia.org/resource/NYSE_Euronext
ENTITY: clueweb12-0000tw-00-00039	Reuters	http://dbpedia.org/resource/Reuters
ENTITY: clueweb12-0000tw-00-00039	Total	http://dbpedia.org/resource/Total_war
ENTITY: clueweb12-0000tw-00-00041	Irish Times	http://dbpedia.org/resource/The_Irish_Times
ENTITY: clueweb12-0000tw-00-00043	Western Union	http://dbpedia.org/resource/Western_Union
ENTITY: clueweb12-0000tw-00-00045	ClipBucket	http://dbpedia.org/resource/Tune.pk
ENTITY: clueweb12-0000tw-00-00047	Prego	http://dbpedia.org/resource/Prego_(film)
ENTITY: clueweb12-0000tw-00-00051	Gold Star	http://dbpedia.org/resource/Gold_Star_Studios
ENTITY: clueweb12-0000tw-00-00051	the year	http://dbpedia.org/resource/Year
ENTITY: clueweb12-0000tw-00-00051	monthly	http://dbpedia.org/resource/Monthly_Review
ENTITY: clueweb12-0000tw-00-00051	Advantage	http://dbpedia.org/resource/NES_Advantage
ENTITY: clueweb12-0000tw-00-00051	a day	http://dbpedia.org/resource/A_Day_(film)
ENTITY: clueweb12-0000tw-00-00051	this week	http://dbpedia.org/resource/This_Week_(American_TV_program)
ENTITY: clueweb12-0000tw-00-00051	Costco	http://dbpedia.org/resource/Costco
ENTITY: clueweb12-0000tw-00-00051	a year	http://dbpedia.org/resource/Piledriver_(album)
ENTITY: clueweb12-0000tw-00-00051	costco	http://dbpedia.org/resource/Costco
ENTITY: clueweb12-0000tw-00-00051	Grocery Gateway	http://dbpedia.org/resource/Longo's
ENTITY: clueweb12-0000tw-00-00053	Matt Damon	http://dbpedia.org/resource/Matt_Damon
ENTITY: clueweb12-0000tw-00-00054	eleveneleven	http://dbpedia.org/resource/Eleveneleven
ENTITY: clueweb12-0000tw-00-00054	Jakarta	http://dbpedia.org/resource/Jakarta_metropolitan_area
ENTITY: clueweb12-0000tw-00-00054	August 2011	http://dbpedia.org/resource/2011
ENTITY: clueweb12-0000tw-00-00054	Fox	http://dbpedia.org/resource/Fox_Broadcasting_Company
ENTITY: clueweb12-0000tw-00-00054	April 2010	http://dbpedia.org/resource/2010
ENTITY: clueweb12-0000tw-00-00054	Indonesian	http://dbpedia.org/resource/Indonesian_language
ENTITY: clueweb12-0000tw-00-00054	Oklahoma	http://dbpedia.org/resource/Oklahoma
ENTITY: clueweb12-0000tw-00-00054	Ellen	http://dbpedia.org/resource/Ellen_DeGeneres
ENTITY: clueweb12-0000tw-00-00054	The Huffington Post	http://dbpedia.org/resource/HuffPost
ENTITY: clueweb12-0000tw-00-00054	John Lennon	http://dbpedia.org/resource/John_Lennon
ENTITY: clueweb12-0000tw-00-00054	November 2011	http://dbpedia.org/resource/2011
ENTITY: clueweb12-0000tw-00-00054	Surabaya	http://dbpedia.org/resource/Surabaya
ENTITY: clueweb12-0000tw-00-00054	Outside the Lines	http://dbpedia.org/resource/Outside_the_Lines
ENTITY: clueweb12-0000tw-00-00054	Cody Simpson	http://dbpedia.org/resource/Cody_Simpson
ENTITY: clueweb12-0000tw-00-00054	Christina Aguilera	http://dbpedia.org/resource/Christina_Aguilera
ENTITY: clueweb12-0000tw-00-00054	Interscope Records	http://dbpedia.org/resource/Interscope_Records
ENTITY: clueweb12-0000tw-00-00054	Greyson	http://dbpedia.org/resource/Greyson_Chance
ENTITY: clueweb12-0000tw-00-00054	Greyson Michael Chance	http://dbpedia.org/resource/Greyson_Chance
ENTITY: clueweb12-0000tw-00-00054	Singapore	http://dbpedia.org/resource/Singapore
ENTITY: clueweb12-0000tw-00-00054	Elton John	http://dbpedia.org/resource/Elton_John
ENTITY: clueweb12-0000tw-00-00054	Yahoo	http://dbpedia.org/resource/Yahoo!
ENTITY: clueweb12-0000tw-00-00054	Greyson Chance	http://dbpedia.org/resource/Greyson_Chance
ENTITY: clueweb12-0000tw-00-00054	Philippine	http://dbpedia.org/resource/Philippines
ENTITY: clueweb12-0000tw-00-00054	Lady Gaga	http://dbpedia.org/resource/Lady_Gaga
ENTITY: clueweb12-0000tw-00-00054	Los Angeles	http://dbpedia.org/resource/Los_Angeles
ENTITY: clueweb12-0000tw-00-00054	Indonesia	http://dbpedia.org/resource/Indonesia
ENTITY: clueweb12-0000tw-00-00054	Los Angeles Times	http://dbpedia.org/resource/Los_Angeles_Times
ENTITY: clueweb12-0000tw-00-00054	Malaysia	http://dbpedia.org/resource/Malaysia
ENTITY: clueweb12-0000tw-00-00054	Australian	http://dbpedia.org/resource/Indigenous_Australians
ENTITY: clueweb12-0000tw-00-00054	You Tube	http://dbpedia.org/resource/YouTube
ENTITY: clueweb12-0000tw-00-00054	ABC World News	http://dbpedia.org/resource/ABC_World_News_Tonight
ENTITY: clueweb12-0000tw-00-00054	David Archuleta	http://dbpedia.org/resource/David_Archuleta
ENTITY: clueweb12-0000tw-00-00054	May 2011	http://dbpedia.org/resource/2011
ENTITY: clueweb12-0000tw-00-00054	LA	http://dbpedia.org/resource/Los_Angeles
ENTITY: clueweb12-0000tw-00-00054	Harry Potter	http://dbpedia.org/resource/Harry_Potter_(rugby_union)
ENTITY: clueweb12-0000tw-00-00054	the Ellen DeGeneres Show	http://dbpedia.org/resource/The_Ellen_DeGeneres_Show
ENTITY: clueweb12-0000tw-00-00054	Guy Oseary	http://dbpedia.org/resource/Guy_Oseary
ENTITY: clueweb12-0000tw-00-00054	Ellen DeGeneres	http://dbpedia.org/resource/Ellen_DeGeneres
ENTITY: clueweb12-0000tw-00-00054	USA	http://dbpedia.org/resource/United_States
ENTITY: clueweb12-0000tw-00-00054	Wall Street	http://dbpedia.org/resource/The_Wall_Street_Journal
ENTITY: clueweb12-0000tw-00-00054	Asia	http://dbpedia.org/resource/Asia_District,_Peru
ENTITY: clueweb12-0000tw-00-00056	today	http://dbpedia.org/resource/Today_(American_TV_program)
ENTITY: clueweb12-0000tw-00-00056	Ron Paul	http://dbpedia.org/resource/Ron_Paul
ENTITY: clueweb12-0000tw-00-00056	Tokyo	http://dbpedia.org/resource/Tokyo
ENTITY: clueweb12-0000tw-00-00056	South Africa	http://dbpedia.org/resource/South_Africa
ENTITY: clueweb12-0000tw-00-00056	Hern	http://dbpedia.org/resource/Bertie_Ahern
ENTITY: clueweb12-0000tw-00-00056	last year	http://dbpedia.org/resource/The_Last_Year
ENTITY: clueweb12-0000tw-00-00056	MSNBC	http://dbpedia.org/resource/MSNBC
ENTITY: clueweb12-0000tw-00-00056	Spencer	http://dbpedia.org/resource/Spencer_family
ENTITY: clueweb12-0000tw-00-00057	months	http://dbpedia.org/resource/Month
ENTITY: clueweb12-0000tw-00-00057	Sano	http://dbpedia.org/resource/Sano_di_Pietro
ENTITY: clueweb12-0000tw-00-00057	1998	http://dbpedia.org/resource/1998
ENTITY: clueweb12-0000tw-00-00057	Giglio	http://dbpedia.org/resource/Ermanno_Giglio-Tos
ENTITY: clueweb12-0000tw-00-00057	Manhattan	http://dbpedia.org/resource/Manhattan
ENTITY: clueweb12-0000tw-00-00057	Christian	http://dbpedia.org/resource/Christianity
ENTITY: clueweb12-0000tw-00-00057	Post	http://dbpedia.org/resource/United_States_Postal_Service
ENTITY: clueweb12-0000tw-00-00057	Meanwell	http://dbpedia.org/resource/Walter_Meanwell
ENTITY: clueweb12-0000tw-00-00057	Cashman	http://dbpedia.org/resource/Michael_Cashman
ENTITY: clueweb12-0000tw-00-00057	Yankees	http://dbpedia.org/resource/New_York_Yankees
ENTITY: clueweb12-0000tw-00-00057	U.S.	http://dbpedia.org/resource/United_States
ENTITY: clueweb12-0000tw-00-00057	FBI	http://dbpedia.org/resource/Federal_Bureau_of_Investigation
ENTITY: clueweb12-0000tw-00-00057	Brian Jacob	http://dbpedia.org/resource/Brian_Jacob
ENTITY: clueweb12-0000tw-00-00057	British	http://dbpedia.org/resource/British_Empire
ENTITY: clueweb12-0000tw-00-00057	Brian Cashman	http://dbpedia.org/resource/Brian_Cashman
ENTITY: clueweb12-0000tw-00-00057	Louise	http://dbpedia.org/resource/Louise_of_Mecklenburg-Strelitz
ENTITY: clueweb12-0000tw-00-00057	last week	http://dbpedia.org/resource/Last_Week_Tonight_with_John_Oliver
ENTITY: clueweb12-0000tw-00-00058	Caputo	http://dbpedia.org/resource/Francesco_Caputo
ENTITY: clueweb12-0000tw-00-00058	Sauce	http://dbpedia.org/resource/Sauce
ENTITY: clueweb12-0000tw-00-00058	Albany	http://dbpedia.org/resource/Albany,_New_York
ENTITY: clueweb12-0000tw-00-00058	Italian	http://dbpedia.org/resource/Italian_language
ENTITY: clueweb12-0000tw-00-00058	LIC	http://dbpedia.org/resource/Long_Island_City
ENTITY: clueweb12-0000tw-00-00058	Mother	http://dbpedia.org/resource/Mother
ENTITY: clueweb12-0000tw-00-00058	spring	http://dbpedia.org/resource/Spring_(hydrology)
ENTITY: clueweb12-0000tw-00-00058	New York	http://dbpedia.org/resource/New_York_City
ENTITY: clueweb12-0000tw-00-00059	Rockaway	http://dbpedia.org/resource/Far_Rockaway,_Queens
ENTITY: clueweb12-0000tw-00-00059	1994	http://dbpedia.org/resource/1994
ENTITY: clueweb12-0000tw-00-00059	season	http://dbpedia.org/resource/Season
ENTITY: clueweb12-0000tw-00-00059	New York Bay	http://dbpedia.org/resource/New_York_Bay
ENTITY: clueweb12-0000tw-00-00059	Sundays	http://dbpedia.org/resource/The_Sundays
ENTITY: clueweb12-0000tw-00-00059	NYC	http://dbpedia.org/resource/New_York_City
ENTITY: clueweb12-0000tw-00-00059	Staten Island	http://dbpedia.org/resource/Staten_Island
ENTITY: clueweb12-0000tw-00-00059	Gothamist	http://dbpedia.org/resource/Gothamist
ENTITY: clueweb12-0000tw-00-00059	American Princess	http://dbpedia.org/resource/American_Princess_(2019_TV_series)
ENTITY: clueweb12-0000tw-00-00059	Inwood	http://dbpedia.org/resource/Inwood,_Manhattan
ENTITY: clueweb12-0000tw-00-00059	Brighton Beach	http://dbpedia.org/resource/Brighton_Beach
ENTITY: clueweb12-0000tw-00-00059	Brooklyn	http://dbpedia.org/resource/Brooklyn
ENTITY: clueweb12-0000tw-00-00059	New York	http://dbpedia.org/resource/New_York_City
ENTITY: clueweb12-0000tw-00-00059	New England	http://dbpedia.org/resource/New_England
ENTITY: clueweb12-0000tw-00-00060	NYPD	http://dbpedia.org/resource/New_York_City_Police_Department
ENTITY: clueweb12-0000tw-00-00060	Friday	http://dbpedia.org/resource/Friday
ENTITY: clueweb12-0000tw-00-00060	Fox	http://dbpedia.org/resource/Fox_Broadcasting_Company
ENTITY: clueweb12-0000tw-00-00060	Kelly	http://dbpedia.org/resource/Kelly_(murder_victim)
ENTITY: clueweb12-0000tw-00-00060	Bloomberg	http://dbpedia.org/resource/Michael_Bloomberg
ENTITY: clueweb12-0000tw-00-00060	Greg Kelly	http://dbpedia.org/resource/Greg_Kelly
ENTITY: clueweb12-0000tw-00-00060	Scotto	http://dbpedia.org/resource/Renata_Scotto
ENTITY: clueweb12-0000tw-00-00060	Marine	http://dbpedia.org/resource/United_States_Marine_Corps
ENTITY: clueweb12-0000tw-00-00060	Good Day	http://dbpedia.org/resource/Good_Day_New_York
ENTITY: clueweb12-0000tw-00-00060	Cy Vance	http://dbpedia.org/resource/Cyrus_Vance_Jr.
ENTITY: clueweb12-0000tw-00-00060	Today	http://dbpedia.org/resource/Today_(American_TV_program)
ENTITY: clueweb12-0000tw-00-00060	New York	http://dbpedia.org/resource/New_York_City
ENTITY: clueweb12-0000tw-00-00060	Rosanna Scotto	http://dbpedia.org/resource/Rosanna_Scotto
ENTITY: clueweb12-0000tw-00-00061	New York City	http://dbpedia.org/resource/New_York_City
ENTITY: clueweb12-0000tw-00-00061	Thursday	http://dbpedia.org/resource/Thursday
ENTITY: clueweb12-0000tw-00-00061	Allison Fisher	http://dbpedia.org/resource/Allison_Fisher
ENTITY: clueweb12-0000tw-00-00061	Japan	http://dbpedia.org/resource/Japan
ENTITY: clueweb12-0000tw-00-00061	day	http://dbpedia.org/resource/Day
ENTITY: clueweb12-0000tw-00-00061	Indian Point	http://dbpedia.org/resource/Indian_Point_Energy_Center
ENTITY: clueweb12-0000tw-00-00061	Augusta	http://dbpedia.org/resource/Augusta,_Georgia
ENTITY: clueweb12-0000tw-00-00061	the Washington Post	http://dbpedia.org/resource/The_Washington_Post
ENTITY: clueweb12-0000tw-00-00061	Fisher	http://dbpedia.org/resource/Fisher_Stevens
ENTITY: clueweb12-0000tw-00-00061	1979	http://dbpedia.org/resource/1979
ENTITY: clueweb12-0000tw-00-00061	Three Mile Island	http://dbpedia.org/resource/Three_Mile_Island_accident
ENTITY: clueweb12-0000tw-00-00061	Cuomo	http://dbpedia.org/resource/Andrew_Cuomo
ENTITY: clueweb12-0000tw-00-00061	Georgia	http://dbpedia.org/resource/Georgia_(U.S._state)
ENTITY: clueweb12-0000tw-00-00061	Public Citizen	http://dbpedia.org/resource/Public_Citizen
ENTITY: clueweb12-0000tw-00-00062	NYPD	http://dbpedia.org/resource/New_York_City_Police_Department
ENTITY: clueweb12-0000tw-00-00062	annual	http://dbpedia.org/resource/Annual_plant
ENTITY: clueweb12-0000tw-00-00062	Yesterday	http://dbpedia.org/resource/Yesterday_(Beatles_song)
ENTITY: clueweb12-0000tw-00-00062	Cathie Black	http://dbpedia.org/resource/Cathie_Black
ENTITY: clueweb12-0000tw-00-00062	Lucretia Mott	http://dbpedia.org/resource/Lucretia_Mott
ENTITY: clueweb12-0000tw-00-00062	December	http://dbpedia.org/resource/December
ENTITY: clueweb12-0000tw-00-00062	Roberto Clemente	http://dbpedia.org/resource/Roberto_Clemente
ENTITY: clueweb12-0000tw-00-00062	Brooklyn Tech	http://dbpedia.org/resource/Brooklyn_Technical_High_School
ENTITY: clueweb12-0000tw-00-00062	Bloomberg	http://dbpedia.org/resource/Michael_Bloomberg
ENTITY: clueweb12-0000tw-00-00062	Washington Irving High School	http://dbpedia.org/resource/Washington_Irving_High_School_(Tarrytown,_New_York)
ENTITY: clueweb12-0000tw-00-00062	Staten Island	http://dbpedia.org/resource/Staten_Island
ENTITY: clueweb12-0000tw-00-00062	Occupy	http://dbpedia.org/resource/Occupy_movement
ENTITY: clueweb12-0000tw-00-00062	Gothamist	http://dbpedia.org/resource/Gothamist
ENTITY: clueweb12-0000tw-00-00062	Times	http://dbpedia.org/resource/Time_(disambiguation)
ENTITY: clueweb12-0000tw-00-00062	Betty Shabazz	http://dbpedia.org/resource/Betty_Shabazz
ENTITY: clueweb12-0000tw-00-00062	last year	http://dbpedia.org/resource/The_Last_Year
ENTITY: clueweb12-0000tw-00-00062	Schools	http://dbpedia.org/resource/School
ENTITY: clueweb12-0000tw-00-00062	Panel	http://dbpedia.org/resource/Solar_panel
ENTITY: clueweb12-0000tw-00-00062	Brooklyn	http://dbpedia.org/resource/Brooklyn
ENTITY: clueweb12-0000tw-00-00062	PEP	http://dbpedia.org/resource/PepsiCo
ENTITY: clueweb12-0000tw-00-00062	Cornelius Vanderbilt	http://dbpedia.org/resource/Cornelius_Vanderbilt
ENTITY: clueweb12-0000tw-00-00063	Roman	http://dbpedia.org/resource/Romani_people
ENTITY: clueweb12-0000tw-00-00063	Harry Freedman	http://dbpedia.org/resource/Harry_Freedman
ENTITY: clueweb12-0000tw-00-00063	Today	http://dbpedia.org/resource/Today_(American_TV_program)
ENTITY: clueweb12-0000tw-00-00063	kindle	http://dbpedia.org/resource/Amazon_Kindle
ENTITY: clueweb12-0000tw-00-00063	Levi	http://dbpedia.org/resource/Levi
ENTITY: clueweb12-0000tw-00-00063	Kindle	http://dbpedia.org/resource/Amazon_Kindle
ENTITY: clueweb12-0000tw-00-00063	Rome	http://dbpedia.org/resource/Rome
ENTITY: clueweb12-0000tw-00-00063	Diana	http://dbpedia.org/resource/Diana,_Princess_of_Wales
ENTITY: clueweb12-0000tw-00-00063	Richard	http://dbpedia.org/resource/Richard_Nixon
ENTITY: clueweb12-0000tw-00-00063	daily	http://dbpedia.org/resource/Iveco_Daily
ENTITY: clueweb12-0000tw-00-00063	Jerusalem	http://dbpedia.org/resource/West_Jerusalem
ENTITY: clueweb12-0000tw-00-00063	Ed McMahon	http://dbpedia.org/resource/Ed_McMahon
ENTITY: clueweb12-0000tw-00-00064	seven days	http://dbpedia.org/resource/Seven_Days_Battles
ENTITY: clueweb12-0000tw-00-00064	Amazon	http://dbpedia.org/resource/Amazon_(company)
